datetime,date,lowest_price_per_mwh,highest_price_per_mwh,eic_count,installed_capacity,euros_per_mwh,hours_ahead,temperature,dewpoint,cloudcover_high,cloudcover_low,cloudcover_mid,cloudcover_total,10_metre_u_wind_component,10_metre_v_wind_component,direct_solar_radiation,surface_solar_radiation_downwards,snowfall,total_precipitation,dayofyear,hour,day,weekday,month,year,segment,sin(dayofyear),cos(dayofyear),sin(hour),cos(hour),target
2022-10-11 22:00:00,2022-10-11,125.0,155.0,15.0,505.2,95.07,47.0,6.826257,4.369043,0.0,0.10662842,0.038642883,0.13423157,2.6116724,-0.0235672,0.0,0.0,0.0,0.0,284,22,11,2,10,2022,6_1_3_0,-0.9867306,0.16236614,-0.5,0.8660254,0.0
2022-10-11 23:00:00,2022-10-11,125.0,155.0,15.0,505.2,96.32,36.0,7.0941405,4.9869018,0.0,0.055799484,0.061828613,0.09997368,2.621152,0.6877918,0.0,0.0,0.0,-6.199116e-08,284,23,11,2,10,2022,6_1_3_0,-0.9867306,0.16236614,-0.25881904,0.9659258,0.0
2022-10-12 00:00:00,2022-10-12,135.0,170.0,15.0,505.2,95.23,25.0,7.122461,5.6443725,0.0,0.03271103,0.0031433105,0.033096313,2.2158852,1.2241583,0.0,0.0,0.0,0.0,285,0,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,0.0,1.0,0.0
2022-10-12 01:00:00,2022-10-12,135.0,170.0,15.0,505.2,76.0,26.0,7.157739,5.9452147,0.00011062622,0.032888412,0.008859634,0.03892517,2.276907,1.3632412,0.0,0.0,0.0,0.0,285,1,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,0.25881904,0.9659258,0.0
2022-10-12 02:00:00,2022-10-12,135.0,170.0,15.0,505.2,80.38,27.0,7.2229247,6.196985,0.06410217,0.028102875,0.048210144,0.11908722,2.35114,1.3467398,0.0,0.0,0.0,0.0,285,2,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,0.5,0.8660254,0.0
2022-10-12 03:00:00,2022-10-12,135.0,170.0,15.0,505.2,95.2,28.0,7.186792,6.256128,0.38065338,0.040016174,0.057762146,0.43387604,2.293765,1.1837502,0.0,0.0,0.0,0.0,285,3,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,0.70710677,0.70710677,0.0
2022-10-12 04:00:00,2022-10-12,135.0,170.0,15.0,505.2,95.26,29.0,6.8979735,6.068811,0.31982422,0.048332214,0.098526,0.44406128,2.2177916,0.82286835,-0.005,-0.013611111,0.0,0.0,285,4,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,0.8660254,0.5,0.0
2022-10-12 05:00:00,2022-10-12,135.0,170.0,15.0,505.2,223.93,30.0,8.060816,7.0562377,0.0,0.067718506,0.14830017,0.20800781,2.3724384,0.7194958,186.02278,34.029167,0.0,0.0,285,5,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,0.9659258,0.25881904,0.0
2022-10-12 06:00:00,2022-10-12,135.0,170.0,15.0,505.2,310.01,31.0,9.868067,7.6689086,0.0,0.07462692,0.007171631,0.0812912,2.6435804,0.56939125,438.1386,126.42,0.0,0.0,285,6,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,1.0,6.123234e-17,0.0
2022-10-12 07:00:00,2022-10-12,135.0,170.0,15.0,505.2,310.01,32.0,11.1418705,6.058496,0.0,0.11029053,0.07461548,0.1732254,3.4004974,-1.147646,634.94946,234.88916,0.0,5.173683e-05,285,7,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,0.9659258,-0.25881904,0.003
2022-10-12 08:00:00,2022-10-12,135.0,170.0,15.0,505.2,95.25,33.0,11.402033,5.2661986,0.0,0.03371048,0.097091675,0.12702179,3.3750706,-1.8228292,680.7722,305.46695,0.0,0.00019989599,285,8,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,0.8660254,-0.5,0.35
2022-10-12 09:00:00,2022-10-12,135.0,170.0,15.0,505.2,288.23,34.0,11.547052,4.5575805,0.0,0.03381729,0.1101532,0.1255722,3.38138,-1.970604,698.875,347.4539,0.0,4.8104674e-05,285,9,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,0.70710677,-0.70710677,5.809
2022-10-12 10:00:00,2022-10-12,135.0,170.0,15.0,505.2,244.29,35.0,11.512842,4.2605834,0.0,0.008110046,0.056922913,0.06291962,3.2442522,-1.8956394,690.7794,347.82083,0.0,1.82949e-05,285,10,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,0.5,-0.8660254,34.971
2022-10-12 11:00:00,2022-10-12,135.0,170.0,15.0,505.2,230.4,36.0,11.379999,3.983789,0.0,0.009757996,0.031188965,0.034469604,3.0361805,-1.6712542,730.5628,335.8325,0.0,7.282244e-06,285,11,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,0.25881904,-0.9659258,60.649
2022-10-12 12:00:00,2022-10-12,135.0,170.0,15.0,505.2,200.34,37.0,11.010767,4.008508,0.0,0.002357483,0.0010070801,0.002922058,2.8667011,-1.3427219,689.0,271.83694,0.0,2.3050234e-08,285,12,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,1.2246469e-16,-1.0,75.166
2022-10-12 13:00:00,2022-10-12,135.0,170.0,15.0,505.2,125.5,38.0,10.319056,4.622888,0.00034332275,6.866455e-05,0.0,0.0004119873,2.3352838,-0.8743305,591.61334,178.81389,0.0,-2.7241185e-08,285,13,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,-0.25881904,-0.9659258,74.554
2022-10-12 14:00:00,2022-10-12,135.0,170.0,15.0,505.2,95.29,39.0,7.9339843,5.0754027,0.0,0.0,0.0,0.0,1.9263332,-0.49651337,365.9822,72.01861,0.0,0.0,285,14,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,-0.5,-0.8660254,69.163
2022-10-12 15:00:00,2022-10-12,135.0,170.0,15.0,505.2,229.06,40.0,6.489099,3.938806,0.011253357,0.002658844,0.0,0.013916016,2.244357,-0.284544,45.288887,3.828889,0.0,0.0,285,15,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,-0.70710677,-0.70710677,46.56
2022-10-12 16:00:00,2022-10-12,135.0,170.0,15.0,505.2,250.02,41.0,6.7281737,3.9641356,0.1197052,0.0011520386,0.0,0.12084961,2.321749,0.23976612,0.0,0.0,0.0,0.0,285,16,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,-0.8660254,-0.5,24.68
2022-10-12 17:00:00,2022-10-12,135.0,170.0,15.0,505.2,280.02,42.0,5.3478026,3.424951,0.028015137,0.0,0.0,0.028015137,2.4078496,1.0104008,0.0,0.0,0.0,0.0,285,17,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,-0.9659258,-0.25881904,4.805
2022-10-12 18:00:00,2022-10-12,135.0,170.0,15.0,505.2,340.06,43.0,4.4150634,3.140039,0.008255005,0.0,0.0,0.008255005,2.3945167,1.6912317,0.0,0.0,0.0,0.0,285,18,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,-1.0,-1.8369701e-16,0.266
2022-10-12 19:00:00,2022-10-12,135.0,170.0,15.0,505.2,310.08,44.0,4.269922,3.28573,0.18132019,3.0517578e-05,0.0,0.18134308,2.3324978,1.92379,0.0,0.0,0.0,0.0,285,19,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,-0.9659258,0.25881904,0.0
2022-10-12 20:00:00,2022-10-12,135.0,170.0,15.0,505.2,310.02,45.0,4.341211,3.4719481,0.9589386,0.040374756,0.0,0.9589386,1.9163878,2.1014194,0.0,0.0,0.0,0.0,285,20,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,-0.8660254,0.5,0.0
2022-10-12 21:00:00,2022-10-12,135.0,170.0,15.0,505.2,200.5,46.0,4.81521,3.9256225,0.43159485,0.009300232,0.0,0.43663025,1.4800189,2.2462177,0.0,-0.022222223,0.0,0.0,285,21,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,-0.70710677,0.70710677,0.0
2022-10-12 22:00:00,2022-10-12,135.0,170.0,15.0,505.2,250.01,47.0,4.6687255,3.9789062,0.17436218,0.021392822,0.0,0.195755,1.0056219,2.426752,0.0,0.0,0.0,0.0,285,22,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,-0.5,0.8660254,0.0
2022-10-12 23:00:00,2022-10-12,135.0,170.0,15.0,505.2,196.73,36.0,4.822717,4.2139525,0.0,0.0911026,0.0,0.0911026,1.1850204,2.4414692,0.0,0.0,0.0,0.0,285,23,12,3,10,2022,6_1_3_0,-0.98379797,0.17928076,-0.25881904,0.9659258,0.0
2022-10-13 00:00:00,2022-10-13,142.1,190.0,15.0,505.2,124.58,25.0,4.8230224,4.0403075,0.0,0.07418823,0.0,0.07418823,1.4070009,2.3772573,0.0,0.0,0.0,0.0,286,0,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,0.0,1.0,0.0
2022-10-13 01:00:00,2022-10-13,142.1,190.0,15.0,505.2,124.53,26.0,4.586328,3.7751708,0.0,0.031173706,0.0,0.031173706,1.1989584,2.4437304,0.13305555,0.0,0.0,0.0,286,1,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,0.25881904,0.9659258,0.0
2022-10-13 02:00:00,2022-10-13,142.1,190.0,15.0,505.2,124.51,27.0,4.252588,3.445581,0.0,0.0018615723,0.0,0.0018615723,0.8332512,2.3739052,0.0,0.0,0.0,0.0,286,2,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,0.5,0.8660254,0.0
2022-10-13 03:00:00,2022-10-13,142.1,190.0,15.0,505.2,124.5,28.0,4.3651366,3.3910155,0.11802673,0.0,0.0,0.11804199,0.6238066,2.2781858,0.0,0.0,0.0,0.0,286,3,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,0.70710677,0.70710677,0.0
2022-10-13 04:00:00,2022-10-13,142.1,190.0,15.0,505.2,104.07,29.0,4.768701,3.6161132,0.24533081,0.0,0.0,0.24533081,0.47585058,2.278221,-0.0175,0.0,0.0,0.0,286,4,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,0.8660254,0.5,0.0
2022-10-13 05:00:00,2022-10-13,142.1,190.0,15.0,505.2,134.06,30.0,6.285913,4.775903,0.88256836,0.00015258789,0.0,0.88261414,0.29434407,2.513279,206.6339,32.336388,0.0,0.0,286,5,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,0.9659258,0.25881904,0.0
2022-10-13 06:00:00,2022-10-13,142.1,190.0,15.0,505.2,307.23,31.0,8.438135,6.218591,0.9154968,0.103012085,0.036392212,0.934433,0.1702928,3.0538597,449.69333,127.05444,0.0,0.0,286,6,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,1.0,6.123234e-17,0.0
2022-10-13 07:00:00,2022-10-13,142.1,190.0,15.0,505.2,134.06,32.0,10.549646,7.8561034,0.8273468,0.2652893,0.041549683,0.8798828,0.7342582,3.0527992,496.2089,211.54916,0.0,1.0728836e-06,286,7,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,0.9659258,-0.25881904,0.0
2022-10-13 08:00:00,2022-10-13,142.1,190.0,15.0,505.2,104.07,33.0,11.814234,8.246973,0.47010803,0.55200195,0.34612274,0.81552124,3.0024943,3.2643433,468.84888,255.64139,0.0,7.405877e-05,286,8,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,0.8660254,-0.5,0.573
2022-10-13 09:00:00,2022-10-13,142.1,190.0,15.0,505.2,209.75,34.0,12.205713,8.589624,0.06706238,0.39305115,0.28884888,0.59280396,3.0301528,3.3110313,345.72,251.56,0.0,0.00016954541,286,9,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,0.70710677,-0.70710677,3.333
2022-10-13 10:00:00,2022-10-13,142.1,190.0,15.0,505.2,269.93,35.0,12.461512,8.525904,0.057037354,0.16261292,0.24356079,0.39682472,3.1772592,3.4637747,373.18668,249.99945,0.0,4.0397048e-05,286,10,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,0.5,-0.8660254,3.819
2022-10-13 11:00:00,2022-10-13,142.1,190.0,15.0,505.2,202.16,36.0,12.462549,8.0550785,0.0786438,0.17494202,0.5391846,0.6374901,3.2801633,3.360938,466.05334,253.69167,0.0,3.5555848e-05,286,11,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,0.25881904,-0.9659258,4.03
2022-10-13 12:00:00,2022-10-13,142.1,190.0,15.0,505.2,192.79,37.0,12.139948,8.056055,0.026763916,0.1303711,0.3712921,0.4648278,2.765391,2.975009,187.27112,126.12111,0.0,4.594028e-05,286,12,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,1.2246469e-16,-1.0,4.673
2022-10-13 13:00:00,2022-10-13,142.1,190.0,15.0,505.2,197.02,38.0,11.775476,8.175928,0.891449,0.12973817,0.22441101,0.9131395,2.263252,2.773272,257.59113,110.08195,0.0,3.7446618e-05,286,13,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,-0.25881904,-0.9659258,4.447
2022-10-13 14:00:00,2022-10-13,142.1,190.0,15.0,505.2,190.02,39.0,10.470118,8.135279,0.9856415,0.16604652,0.28486633,0.9893024,0.8330305,2.6406498,140.40889,45.4,0.0,7.5399876e-06,286,14,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,-0.5,-0.8660254,2.758
2022-10-13 15:00:00,2022-10-13,142.1,190.0,15.0,505.2,187.09,40.0,9.492212,8.012964,0.9902191,0.9999285,0.994751,1.0000042,0.25593996,2.9633665,7.84,1.8447223,0.0,0.0,286,15,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,-0.70710677,-0.70710677,2.476
2022-10-13 16:00:00,2022-10-13,142.1,190.0,15.0,505.2,185.36,41.0,10.13003,8.363794,0.07148743,0.4355218,0.9521942,0.96158856,0.67825717,3.4125662,0.0,0.0,0.0,7.56979e-06,286,16,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,-0.8660254,-0.5,0.792
2022-10-13 17:00:00,2022-10-13,142.1,190.0,15.0,505.2,295.09,42.0,10.165918,8.538599,0.8816986,0.2598742,0.64009094,0.9833483,0.82850647,3.3686876,0.0,0.0,0.0,0.0,286,17,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,-0.9659258,-0.25881904,0.552
2022-10-13 18:00:00,2022-10-13,142.1,190.0,15.0,505.2,378.4,43.0,9.746302,8.3519535,0.8223127,0.4157828,0.6365967,0.9264312,0.67811966,3.1853151,0.0,0.0,0.0,5.364418e-07,286,18,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,-1.0,-1.8369701e-16,0.002
2022-10-13 19:00:00,2022-10-13,142.1,190.0,15.0,505.2,448.35,44.0,9.868311,8.300257,0.88235474,0.9646696,0.9324884,0.9980215,0.89086914,3.4597569,0.0,0.0,0.0,1.6331673e-05,286,19,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,-0.9659258,0.25881904,0.0
2022-10-13 20:00:00,2022-10-13,142.1,190.0,15.0,505.2,183.86,45.0,9.563257,8.2876835,0.94434273,0.96389747,0.63900316,0.99681544,0.7475643,3.5453176,0.0,0.0,0.0,4.5120716e-05,286,20,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,-0.8660254,0.5,0.0
2022-10-13 21:00:00,2022-10-13,142.1,190.0,15.0,505.2,176.68,46.0,9.639917,8.176844,1.0000014,0.3534055,0.9151356,1.0000024,0.7224474,3.324913,0.0,0.0,0.0,2.5391579e-05,286,21,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,-0.70710677,0.70710677,0.0
2022-10-13 22:00:00,2022-10-13,142.1,190.0,15.0,505.2,124.55,47.0,9.504908,7.5351806,0.99930423,0.8041475,0.9999907,0.9999926,0.66014016,3.281663,0.0,0.0,0.0,2.1882443e-09,286,22,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,-0.5,0.8660254,0.0
2022-10-13 23:00:00,2022-10-13,142.1,190.0,15.0,505.2,94.18,36.0,9.096216,6.7378173,0.9996619,0.38791656,0.88360786,0.9999406,0.22476625,3.4306417,0.0,0.0,0.0,2.484603e-07,286,23,13,4,10,2022,6_1_3_0,-0.9805754,0.19614254,-0.25881904,0.9659258,0.0
2022-10-14 00:00:00,2022-10-14,145.02,159.0,15.0,505.2,135.3,25.0,9.372583,7.108606,1.0,0.27651978,0.9998758,1.0000064,0.38717747,3.8466177,-0.16416667,0.0,0.0,7.033348e-06,287,0,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,0.0,1.0,0.0
2022-10-14 01:00:00,2022-10-14,145.02,159.0,15.0,505.2,135.24,26.0,9.622034,7.6599975,1.0,0.14447021,0.9976395,0.99999404,0.48639584,4.1695557,0.0,0.0,0.0,0.0,287,1,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,0.25881904,0.9659258,0.0
2022-10-14 02:00:00,2022-10-14,145.02,159.0,15.0,505.2,135.24,27.0,9.714319,7.9097533,1.0,0.22843933,1.0,0.9999945,0.6151953,4.3714905,0.0,0.0,0.0,1.4901161e-08,287,2,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,0.5,0.8660254,0.0
2022-10-14 03:00:00,2022-10-14,145.02,159.0,15.0,505.2,135.25,28.0,9.7252445,7.9061522,0.9998627,0.3829956,1.0,1.0,0.5142946,4.4374447,0.0,0.0,0.0,9.834766e-07,287,3,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,0.70710677,0.70710677,0.0
2022-10-14 04:00:00,2022-10-14,145.02,159.0,15.0,505.2,161.69,29.0,9.653772,7.907495,1.0,0.16542053,0.991745,1.0000062,0.37198734,4.430008,0.0,0.0,0.0,0.0,287,4,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,0.8660254,0.5,0.0
2022-10-14 05:00:00,2022-10-14,145.02,159.0,15.0,505.2,218.46,30.0,9.891138,8.00564,1.0,0.17068481,0.9996338,1.000001,0.25517368,4.5724525,0.24722221,14.314445,0.0,0.0,287,5,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,0.9659258,0.25881904,0.0
2022-10-14 06:00:00,2022-10-14,145.02,159.0,15.0,505.2,262.7,31.0,10.4213505,8.143091,1.0,0.5317688,1.0,1.0000043,0.41514492,4.922678,1.8066666,47.457222,0.0,8.434057e-06,287,6,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,1.0,6.123234e-17,0.0
2022-10-14 07:00:00,2022-10-14,145.02,159.0,15.0,505.2,292.49,32.0,10.583765,8.202234,0.99993896,0.8052826,1.0,0.99999833,0.53600216,5.282058,-0.025277779,55.91139,0.0,9.6440315e-05,287,7,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,0.9659258,-0.25881904,0.001
2022-10-14 08:00:00,2022-10-14,145.02,159.0,15.0,505.2,331.56,33.0,10.493525,8.205164,0.9830475,1.0,1.0000006,1.0000043,0.537652,5.489811,0.64,61.45028,0.0,0.0001783967,287,8,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,0.8660254,-0.5,0.062
2022-10-14 09:00:00,2022-10-14,145.02,159.0,15.0,505.2,301.56,34.0,10.404352,8.416834,0.44885254,1.0,0.99999523,1.0000063,0.58377934,5.6689434,0.56777775,79.54361,0.0,0.00049829483,287,9,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,0.70710677,-0.70710677,0.752
2022-10-14 10:00:00,2022-10-14,145.02,159.0,15.0,505.2,268.05,35.0,9.716272,8.781885,0.5585327,1.0,1.000003,1.0000017,0.5313759,5.4204044,0.050833333,41.05111,0.0,0.0010026097,287,10,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,0.5,-0.8660254,2.301
2022-10-14 11:00:00,2022-10-14,145.02,159.0,15.0,505.2,155.05,36.0,9.637293,8.719202,0.34371948,1.0,1.0,1.0000014,0.7141161,5.268407,0.06972222,29.438334,0.0,0.00052404404,287,11,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,0.25881904,-0.9659258,3.546
2022-10-14 12:00:00,2022-10-14,145.02,159.0,15.0,505.2,135.9,37.0,9.610132,8.839258,0.027130127,1.0,1.0,1.0000024,0.77633,4.7242975,0.003611111,26.491945,0.0,0.00034290552,287,12,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,1.2246469e-16,-1.0,3.215
2022-10-14 13:00:00,2022-10-14,145.02,159.0,15.0,505.2,135.28,38.0,9.620691,8.917078,0.07295227,0.9741974,0.9999695,1.0000018,0.54541606,4.5823364,-0.04388889,23.070278,0.0,0.00097340345,287,13,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,-0.25881904,-0.9659258,0.879
2022-10-14 14:00:00,2022-10-14,145.02,159.0,15.0,505.2,255.0,39.0,9.648645,8.919397,0.0008544922,1.0,0.9998627,1.0000067,0.23615474,4.6010847,0.090277776,11.433611,0.0,0.0022768974,287,14,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,-0.5,-0.8660254,0.203
2022-10-14 15:00:00,2022-10-14,145.02,159.0,15.0,505.2,263.58,40.0,10.007654,9.155176,0.033981323,0.9905093,0.8508301,0.9975601,0.0058972836,4.8187666,-0.010833333,0.42666668,0.0,0.0012441874,287,15,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,-0.70710677,-0.70710677,0.294
2022-10-14 16:00:00,2022-10-14,145.02,159.0,15.0,505.2,245.66,41.0,10.381006,9.259119,0.008010864,0.9992523,0.6990204,0.9996345,0.60789895,4.920617,0.0,0.0,0.0,0.0008252859,287,16,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,-0.8660254,-0.5,0.173
2022-10-14 17:00:00,2022-10-14,145.02,159.0,15.0,505.2,308.05,42.0,10.579309,9.405481,0.0,1.0,0.6518402,0.999996,1.2401054,4.675514,0.0,0.0,0.0,0.00030958652,287,17,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,-0.9659258,-0.25881904,0.001
2022-10-14 18:00:00,2022-10-14,145.02,159.0,15.0,505.2,317.37,43.0,10.890528,9.490503,0.0,0.99858654,0.33486938,0.99868,1.7008739,4.852129,0.0,0.0,0.0,0.00029337406,287,18,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,-1.0,-1.8369701e-16,0.001
2022-10-14 19:00:00,2022-10-14,145.02,159.0,15.0,505.2,342.69,44.0,10.825098,9.464869,0.0,0.99888897,0.41941833,0.9989443,1.85321,4.621751,0.0,0.0,0.0,0.0003529787,287,19,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,-0.9659258,0.25881904,0.0
2022-10-14 20:00:00,2022-10-14,145.02,159.0,15.0,505.2,228.65,45.0,10.766443,9.402246,0.0,0.99929863,0.2762146,0.9993266,1.5269526,4.4819555,0.0,0.0,0.0,0.00021231174,287,20,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,-0.8660254,0.5,0.0
2022-10-14 21:00:00,2022-10-14,145.02,159.0,15.0,505.2,135.23,46.0,10.670313,9.263025,0.0,0.99707305,0.20735168,0.9976331,1.4541061,4.3469095,0.0,0.0,0.0,9.906292e-05,287,21,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,-0.70710677,0.70710677,0.0
2022-10-14 22:00:00,2022-10-14,145.02,159.0,15.0,505.2,100.09,47.0,10.289087,9.081324,0.0,0.8271171,0.15020752,0.8300054,1.0759583,3.9422245,0.0,0.0,0.0,3.325939e-05,287,22,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,-0.5,0.8660254,0.0
2022-10-14 23:00:00,2022-10-14,145.02,159.0,15.0,505.2,94.76,36.0,9.853815,8.954493,0.00894928,0.78527087,0.16566467,0.7953952,0.56158686,3.592719,0.0,0.0,0.0,4.1604042e-05,287,23,14,5,10,2022,6_1_3_0,-0.97706383,0.21294652,-0.25881904,0.9659258,0.0
2022-10-15 00:00:00,2022-10-15,117.0,145.0,15.0,505.2,32.32,25.0,10.038538,9.192286,0.011703491,0.86331177,0.049728394,0.8699242,0.36170578,3.536601,0.0,0.0,0.0,7.5101852e-06,288,0,15,6,10,2022,6_1_3_0,-0.9732644,0.22968774,0.0,1.0,0.0
2022-10-15 01:00:00,2022-10-15,117.0,145.0,15.0,505.2,34.28,26.0,9.751612,8.953394,0.002609253,0.9877093,0.11351013,0.98813087,-0.114450455,3.4793005,-0.088134766,-0.06079861,0.0,0.0,288,1,15,6,10,2022,6_1_3_0,-0.9732644,0.22968774,0.25881904,0.9659258,0.0
2022-10-15 02:00:00,2022-10-15,117.0,145.0,15.0,505.2,36.36,27.0,9.493738,8.78396,0.00047302246,1.0000073,0.06930542,0.99999905,-0.56860924,3.3740587,0.0,0.0,0.0,2.7418137e-06,288,2,15,6,10,2022,6_1_3_0,-0.9732644,0.22968774,0.5,0.8660254,0.0
2022-10-15 03:00:00,2022-10-15,117.0,145.0,15.0,505.2,46.24,28.0,9.505396,8.809412,0.05052185,0.99999547,0.13693237,0.9999939,-1.0423641,3.4417915,0.0,0.0,0.0,0.0,288,3,15,6,10,2022,6_1_3_0,-0.9732644,0.22968774,0.70710677,0.70710677,0.0
2022-10-15 04:00:00,2022-10-15,117.0,145.0,15.0,505.2,105.3,29.0,9.48971,8.919703,0.8309021,0.99703336,0.11117554,0.99984246,-1.496027,3.6968718,0.0,0.0,0.0,4.7683716e-07,288,4,15,6,10,2022,6_1_3_0,-0.9732644,0.22968774,0.8660254,0.5,0.0
2022-10-15 05:00:00,2022-10-15,117.0,145.0,15.0,505.2,229.49,30.0,9.945642,9.369226,1.0,0.9999883,0.04248047,0.99999416,-1.463789,4.2138977,7.540183,15.556268,0.0,0.0,288,5,15,6,10,2022,6_1_3_0,-0.9732644,0.22968774,0.9659258,0.25881904,0.0
2022-10-15 06:00:00,2022-10-15,117.0,145.0,15.0,505.2,284.17,31.0,10.682032,9.921228,0.99339294,0.99999297,0.030059814,0.9999985,-1.1174393,4.7988787,24.605616,58.744705,0.0,1.1444092e-05,288,6,15,6,10,2022,6_1_3_0,-0.9732644,0.22968774,1.0,6.123234e-17,0.0
2022-10-15 07:00:00,2022-10-15,117.0,145.0,15.0,505.2,321.86,32.0,11.195429,9.907373,0.9998779,1.0000067,0.063568115,1.0000026,-0.5064478,5.482394,13.535595,79.66722,0.0,4.5895576e-05,288,7,15,6,10,2022,6_1_3_0,-0.9732644,0.22968774,0.9659258,-0.25881904,0.0
2022-10-15 08:00:00,2022-10-15,117.0,145.0,15.0,505.2,222.91,33.0,11.458765,9.784327,1.0,1.0,0.0014648438,0.99999505,-0.23691559,5.777663,34.09132,109.25305,0.0,4.3153763e-05,288,8,15,6,10,2022,6_1_3_0,-0.9732644,0.22968774,0.8660254,-0.5,0.029
2022-10-15 09:00:00,2022-10-15,117.0,145.0,15.0,505.2,327.39,34.0,11.588404,9.854517,1.0,0.99999905,0.15507507,1.0000045,0.18337631,5.969104,28.57908,122.562775,0.0,7.081032e-05,288,9,15,6,10,2022,6_1_3_0,-0.9732644,0.22968774,0.70710677,-0.70710677,0.241
2022-10-15 10:00:00,2022-10-15,117.0,145.0,15.0,505.2,297.26,35.0,11.57461,9.965204,1.0,1.0,0.3062744,1.0000021,-0.35106277,5.5763187,7.457257,104.5075,0.0,0.00017797947,288,10,15,6,10,2022,6_1_3_0,-0.9732644,0.22968774,0.5,-0.8660254,1.324
2022-10-15 11:00:00,2022-10-15,117.0,145.0,15.0,505.2,259.82,36.0,11.583826,9.999811,0.99946594,1.0,0.02128601,0.99999774,-0.65122604,5.766589,17.422222,106.875275,0.0,0.00016331673,288,11,15,6,10,2022,6_1_3_0,-0.9732644,0.22968774,0.25881904,-0.9659258,2.772
